external_id,title,merchant,description,category
113512,5% back at Singh's Roti Shop Restaurant & Bar,Singh's Roti Shop Restaurant & Bar,"Singh's Rotis Shop Restaurant is the place to get the sunny and bright flavors of the Caribbean and the West Indies as well as great Chinese food. With great indoor and outdoor seating options as well as a full bar, this is a great place to go for a meal and to escape the heat. Or just enjoy a frosty cold drink outside on their great patio and enjoy the opportunity to relax. No matter what you're in the mood for, you'll find it on this menu! Open from 9:30 a.m. onwards, you can even stop by for a late breakfast and choose from their huge variety of tasty dishes. For lunch or dinner, try their famous roti with chicken, goat, shrimp, conch, duck and more. Or, select from the Cutter's Menu and enjoy the vibrant flavors of dishes like the Fried Banga Mary, the Bunghal Pork or the always spicy Jerk Chicken. Any day of the week is a great time to enjoy the fantastic food here, but on the weekends it is extra special when there is live music. The next time you need a venue for a private party or function, call these great folk and reserve the outdoor dining area for your private use. Happy Hour, specials, mouthwateringly authentic food and much more await you at Singh's Rotis Shop in Orlando! ",FOOD
101223,5% back at Backyard Grill,Backyard Grill,"Backyard Grill offers the most outstanding cuisine in Chantilly along with a cozy, relaxing atmosphere that is sure to please any diner.  Open for more than 17 years, Backyard Grill has excellent menu choices that will satisfy even the most particular patron.  From produce to seafood and meat, everything is fresh and made to order. If you are looking for a quiet atmosphere, they have the perfect dining room that will seat you comfortably.  Need to check out sports or politics while you enjoy your meal?  There are television monitors for your viewing pleasure, and the best place to view them is at the bar or on the open patio. Spend time outdoors while enjoying a fabulous meal and drinks on the Backyard Grill's patio. Be sure to visit  on Tuesdays for the Raw Bar Night, and they have the biggest Thursday gathering spot in town. The patio is large, complete with protection from the sun, and has its own outside bar area. Sundays can't be beat in cost and variety at their amazing Brunch Buffet where you can fill up on a huge variety of tasty dishes.  The Backyard grill is ideal for business lunch meetings, special events such as birthday parties, wedding rehearsal dinners, anniversary parties, date night or meals out with the family. For larger events, they not only have the perfect space for your needs, but they also cater. The courteous staff has been groomed to provide customers with constant attention also make for an enjoyable visit. All of this and yes, they also deliver!  Plentiful portions, scrumptious food, terrific service and more - your first visit to the Backyard Grill will be a memorable one!",FOOD
115184,5% back at The Local 907,The Local 907,"Any fans of DC's Bar & Grill in Downtown Renton will be happy to know the owners are making good on their promise to keep on creating a friendly spot where people gather for a pint of beer, some good food, and plenty of great times. Some things are changing though, starting DC's re-launch as the The Local 907. This pub and eatery is taking things to the next level. While an extensive remodel to the interior was completed a year ago, a few more changes should also catch your attention and show just how The Local 907 has become a perfect destination  to relax and have fun. With new furniture, new games, and updated food and cocktail menus, you won't want to miss out on stopping by. The Local 907 is just the spot to gather with friends and watch the game, or even that place to swing by after work and have a few drinks before heading home. If you bring a handful of colleagues along with you, order up a few appetizers and head over to the dartboard for a friendly challenge. Whether you stop in for an afternoon or evening, the lunch and dinner options are more than enough to satisfy even hearty appetites. The Snack List offers everything from a Hummus Plate and Fried Green Beans, to Jumbo Hot Wings and Fish Tacos, which are all great choices to share. For more heavy-duty noshing, Local Favorites like the Fish & Chips or the Quesadilla (stuffed with chicken or beef) can help with even the mightiest of cravings. On the Sandwiches & Burgers front, The Local 907 cooks up the likes of Turkey Clubs, Tuna Melts, Field Roast Grinders (great for vegetarians), five classic and specialty burgers, and much more. When it's time for a drink, there are 18 rotating beers on tap to help wash all that great food down. Make sure to also check out the terrific wine selection and full slate of spirits ready imbue your favorite cocktails. With no shortage of fun, food, and drink for guests to relish, The Local 907 is sure to become a favorite casual hangout for many.",FOOD
114889,5% back at Thai Lagoon,Thai Lagoon,"You don't have to traverse the ocean to get great Thai food, just head over to this casually stylish Wicker Park spot. Open for lunch and dinner daily, Thai Lagoon is brimming with a lively atmosphere and a kitchen that can craft equally vibrant foods. Whether you like sweet and sour, sweet and spicy, or just about any other combination of tastes, Thai Lagoon never disappoints, calling on culinary heritage as rich as your cravings. Start with appetizers like the Egg Rolls or Crab Rangoon before heading to the tasty entrees like Lemongrass Chicken, Pad Prig, Yellow Curry (with choice of meat), Sesame Tuna Steaks, and more. All of the selections are made to order, so vegans will find many dishes are adaptable to their dining style. Delivery is available with only a $10 minimum order if you need the ultimate convenience. NOTEWORTHY: A BYOB policy is in effect, and has only a $3 corkage fee for you to enjoy your favorite bottle of wine brought from home.",FOOD
100935,5% back at Hollywood Pizzeria & Restaurant,Hollywood Pizzeria & Restaurant,"At Hollywood Pizzeria & Restaurant, you will find a generous dose of hospitality, great food and a uniquely relaxed and casual atmosphere.  It is no wonder Hollywood's slogan is, Where you're a stranger only once!  With over 20 years experience serving delicious Italian cuisine (including lunch, dinner, take-out and catering), the folks at Hollywood are sure there is something on the menu to satisfy any palate.  To get a taste of where it all began, try one of Hollywood's traditional or gourmet pizzas.  Over the years, the menu has expanded to include not only the best pizza anywhere but also a plethora of great Italian cuisine.  Join them at their convenient new location on Fairfield Road in Fairfield, New Jersey, and see what all the fuss is about!",FOOD
101255,5% back at Rome's Pizza,Rome's Pizza,"Rome's Pizza has been delighting Texan pizza lovers for years. They just can't get enough of the innovative gourmet pizzas, the great appetizers and salads, the Mediterranean specialties, calzones, pastas, and deliciously hot oven toasted sandwiches. Now, with the San Antonio location, you don't have to drive all the way to Austin to get it! Whether you want to dine-in, pick-up or relax and have it delivered to your door, Rome's Pizza is sure to delight and leave you dreaming fondly of your next gourmet pizza experience. Rome's Pizza has won numerous awards and accolades including the 2006 Roma National Championship for best pizza, the reader's choice for best pizza from the San Antonio Current in 2007, and the San Antonio Express-News Readers Choice best pizzeria 2007, 2008 and 2009. Remember: When in San Antonio, do as the Romans do - and eat Rome's Pizza.",FOOD
113503,5% back at Bandits' Grill & Bar,Bandits' Grill & Bar,"Nothing compares to relaxing in a Bandits' Grill and Bar, especially when you're devouring their delicious barbecue with a group of family and friends. Repeatedly voted best barbecue, Bandits' has become legendary throughout Ventura County and Park City, drawing diners in droves to this Thousand Oaks location, where the whole thing started, albeit in a much smaller space. Barbecuing only the finest meat available, Bandits' delivers a true western barbecue experience. Choose from savory tri-tip, succulent chicken, tender ribs, or any of the other tasty treats prepared over a slow oak barbecue fire. Of course, the menu is popping with delectable choices sure to fill your belly and bring a smile to your face. Just try to pass up the Pulled Pork Sandwich, Roasted Half Chicken, St. Louis Style Spareribs, Hand-Cut Slow Roasted Prime Rib, or the Herb Crusted Salmon. You can get a great burger here too, including a Barbecue Turkey variation and a Veggie for the herbivores. The barbecue ribs are slowly cooked in Bandits' Texas Style barbecue smoker using their own proven techniques. No wonder Bandits' has racked up accolades from even the harshest of restaurant critics, including Elmer Dills. Bandits' has also racked up best barbecue awards from Ventura County Star Readers Poll, the Daily News, and Los Angeles Magazine. Throw in great sides and desserts, and there's no mystery as to where you're next meal should come from. NOTEWORTHY: Have a seat at the full bar and quench your thirst with a cocktail or one of fine selections of beer and wine that make a good pairing with anything you order. Full catering services are also available.",FOOD
112017,5% back at BBR Columbus,BBR Columbus,"Columbus's cool and casual modern rock bar, BBR, pays homage to all things related to the musical might of shredding guitars and pounding drums. You'll not only find the city's top DJs here spinning everything from alternative to classic rock for dancing patrons, but some great live entertainment as well. If you like karaoke, then you'll love BBR's Autotuned variation. Chances are you'll probably end up sounding better than many of the pop acts record companies' pass off as music these days. There's no shortage of diversions here, from catching a sporting event on any of the more than two-dozen 60 HD flat screens, to reenergizing yourself with BBR's American favorites. House-made with fresh local ingredients and a little gourmet spin, the food is a step up from the usual rock and sports venues. Enjoy not only Pulled Pork Sliders and Lobster Bisque, but the likes of New England Lamb Chops and Herb Roasted Tilapia as well. Look to the drink menu for an equally interesting lineup, including Rocktails and Rocktinis, as well as domestic, imported, and craft beer. Located near the Arena District and brimming with 5000 square-feet of space, BBR is the ultimate destination. And with three bars, a restaurant, spacious patio, and multiple amusement options, it should be.",ENTERTAINMENT
113574,5% back at El Taco Loco Mexican Restaurant,El Taco Loco Mexican Restaurant,"Join the fiesta at El Taco Loco Mexican Restaurant and enjoy great food, friendly service and an atmosphere that is fun, comfortable and family friendly. Your feast at this eatery can begin with a variety of soups, salads or appetizers. Order the tableside guacamole for the freshest and most delicious guac in town! It is so good, in fact, that it was nominated in a taste test conducted by the Virginia Pilot Newspaper. Everything on the menu is delicious. Try the fresh and sizzling hot fajitas, the great burritos, or any of their other mouthwatering dishes. House specialities like the Salmon with Tequila Cream Sauce is a real treat for seafood lovers, and the Chori Pollo is a delightful dish featuring grilled chicken breast that is then smothered in chorizo and cheese. There are plenty of vegetarian options for non meat eaters, like the Portobello Mushroom Quesadilla. For a lighter, but certainly no less tasty meal, stop by for lunch and order any of their great entrées that will fill you up without draining your wallet. Of course, nothing goes better with Mexican food than a frosty margarita, and they've got some creative ones that simply must be tried. Stop by for Happy Hour Monday through Thursday from 4:00 p.m. until 6:00 p.m. for great drink prices. Located behind the Bonefish Grill on Virginia Beach Blvd., this lively eatery should not be missed! The next time you're craving flavor, make El Taco Loco your only stop!",FOOD
101998,5% back at Masala Art,Masala Art,"Making it a point to highlight unique Indian spices in their dishes, Masala Art is a contemporary take on classic Indian cuisine.  Pale green walls, wood floors and comfortable half-booth seating are situated below artsy photos and bright lighting.  Seeing as cooking is considered to be an art form to be savored along with music and painting, the owners of Masala have made it their mission to ensure customers are able to enjoy all three upon their visit.  The restaurant has received numerous rave reviews, including one by The Washington Post that, among other things, praised the signature lamb chops. [The] lamb chops cooked first in the tandoor and finished on the stove elicit smiles all around, it said.  In addition to the authentic cuisine and great ambiance, Masala features four beers on tap, a full bar and a signature cocktail - an infused vodka Cilantro-tini.  No matter the occasion, whether here or at the second location on 4th Street, an experience at Masala Art is one you will never forget. ",FOOD
105239,5% back at Alfreds on Beale,Alfreds on Beale,"Alfred's on Beale opened in April 1986, becoming the first club on Beale Street to showcase rock 'n roll. Memphis is the home of the blues and the birthplace of rock 'n roll, and Alfred's keeps that tradition alive by featuring a variety of music including dance bands, acoustic bands, solo artists and even karaoke. It is also the proud home of the Memphis Jazz Orchestra, a 17-piece big band which is featured every Sunday night.  Visitors to Memphis always seem to find their way to Alfred's on Beale. Some celebrities who have dropped in over the years include Michael Jordan, Evander Hollyfield, Justin Timberlake, Cortez Kennedy, Reese Witherspoon, John Entwhistle, Ryan Phillipe, 3 Six Mafia and various NBA players - including all of the local Grizzlies.  Alfred's houses the largest collection of gold records in the U.S. and compliments this collection with a wide-ranging assortment of Elvis photos.  Aside from the entertainment and décor, patrons pile into Alfred's for the food.  Their award-winning BBQ and ribs stand up against anybody's, with the ribs easily being called the best on Beale by a variety of media outlets.  The extensive menu features plenty of other options and can be enjoyed both in the dining room and on the double-decker outdoor patio.  With so much to do, so many things to taste and plenty of space to enjoy yourself in - how are you going to beat Alfred's on Beale?",FOOD
102109,5% back at Portobella,Portobella,"Portobella Italian Restaurant serves the finest dishes out of Italy right at its establishment in Boynton Beach.  Patrons can choose from dozens of choices including seafood, veal, chicken, eggplant, pizza and other specialties.  Each dish on the menu tastes authentic and utilizes fine and fresh ingredients that make you feel as if you are right in the heart of Italy.  Sit at a plush booth or well-appointed table in the comfortable dining room or outdoors on the covered patio when the weather is nice and warm.  Either way, Portobella strives to ensure your dining experience is one that will not be soon forgotten.",FOOD
113578,5% back at Island Grill,Island Grill,"The Island Grill brings the tropics to a land-locked corner of Colorado. Even in the  middle of the winter, this eatery is fun, festive and jiving to a reggae beat that will have you thinking of sandy beaches and cold, fruity drinks. Sorry folks, no sandy beaches here, but there are plenty of cold drinks and fabulous meals! Start your feast with an order of Kokomo Shrimp. These tasty morsels are battered in coconut and then fried until they are crispy and golden brown. They are served with house made sweet and sour sauce that is worth the order alone! Then, try any of their moutwatering salads, tacos, burgers or sandwiches. Their tacos are amazing! The Mahi Mahi Fish Tacos are so fresh, so delicious, you'll feel like you're eating at a beach-side cafe. Or, try one of the house specialties like the Shrimp Scampi Parmesan. This delish dish includes shrimp that are sauteed in wine and garlic butter, then topped with fresh tomatoes, bacon and parmesan cheese. Yum! Of course, there's also plenty for non fish lovers like the Island Thai Stir Fry which features a ton of fresh veggies. Check out their Sunday breakfast - from 10:00 a.m. you can enjoy four different kinds of Eggs Benedict, omelets and other tasty dishes. Meet the gang for Happy Hour from 3:00 p.m. until 7:00 p.m. or bring the family (kids eat free Sunday nights) for a great meal. With great events like live music, poker nights, trivia and sport event celebrations, you'll always find great entertainment at this venue. Stop by today and check out The Island Grill for great food, tasty drinks and piles of fun!",FOOD
114902,5% back at Bravo's Pizzeria & Eatery,Bravo's Pizzeria & Eatery,"Bravo's Pizzeria & Eatery is an amazing place to get some of the best pizzas, pastas, sandwiches and more. Located right next to the Hollywood 20 Movie Theater on Main Street, hungry diners can enjoy a great meal before or after a movie, or any other time. Family owned and operated, this family friendly, comfortable and casual eatery also has great patio seating so that you can enjoy a meal al fresco. Featuring homemade pizzas and Italian dishes, you can trust that not only is everything delicious, but it is made from only the best quality ingredients which means that you can enjoy a meal here for lunch or dinner any day of the week. Dine on pizza by the slice with a cold beer at lunch, or call ahead and have them deliver any of their tasty pies or other dishes. Try the Supreme Pizza with a huge variety of toppings or create your own favorite, or try any of their hot sandwiches like the Eggplant or Chicken Parm, as well as cold deli sandwiches which are also amazingly delicious. Daily specials, specialty coffees and catering services are also available at this friendly neighborhood pizzeria. When  you're craving pizza or pizzeria food, then check out Bravo's Pizzeria & Eatery - stop by today!",FOOD
103459,5% back at Alamo City Chocolate Factory,Alamo City Chocolate Factory,"All your favorite chocolates are waiting just for you at the Alamo City Chocolate Factory! Whether you're craving a sweet treat for yourself or searching for the perfect gift or novelty to give to others, Alamo City has it all for an affordable price. Check out their tasty lineup of chocolate-covered fruits, assorted filled chocolates, chocolate trays, specially-designed chocolate bowls, truffles and more. With so much variety, Alamo City always has a new and creative way to indulge in everyone's favorite sweet. Also perfect for parties, showers, meetings and gift bags, your best bet for chocolate bliss can be found at the Alamo City Chocolate Factory!",FOOD
108363,5% back at Bistro V,Bistro V,"Offering downtown fare without the downtown fuss, Bistro V in Vestavia is a one-of-a-kind dining establishment in the area. Chef Jeremy Downey uses only the finest and freshest ingredients at all times to create his three spectacular menus. Brunch is served on weekends from 8 a.m. to 2 p.m., lunch is available Tuesday-Friday from 11 a.m. to 2 p.m., and dinner is offered Tuesday-Saturday from 5-9 p.m. Whether stopping in to dine or calling for takeout, the staff here looks forward to serving you a fantastic meal.  Bistro V also offers catering service that will help your next office meeting, event or party be successful.  You can order off their menu or request items to be made specifically for you!  Please call ahead to set-up a catering consultation.",FOOD
104103,5% back at Angelo's Pizza & Pasta,Angelo's Pizza & Pasta,"Offering a full menu of authentic Italian eats, the family owned and operated Angelo's Pizza & Pasta has become a big hit in Webster.  A staple in CLear Lake, the owners have been in business for over 30 years delighting locals and visitors alike. Stop by in the afternoon during the week and enjoy Angelo's lunch menu (served from 11 a.m. to 4 p.m.). The family friendly restaurant's menu expands in the evening to include everything from appetizers, salads, soups and sandwiches to chicken dishes, Italian specialties, pasta dishes, Italian favorites, calzones and specialty pizzas (the best in the area).  Couple your meal with a great glass (or bottle) of wine and enjoy some of the best Italian dining experiences in the area! Don't forget to stop by for Angelo's Sunday brunch, offered from 11 a.m. to 3 p.m. for only $9.95 with a buffet, omelet station and full dessert bar.",FOOD
114431,5% back at Smashburger,Smashburger,"Smashburger was born of the desire to turn the ho-hum burger into something truly outstanding, and to let people know that burgers can really be fantastic and not flimsy, grey tasteless creations stuffed between equally tasteless bread. At Smashburger, however, they believe that smashing is better; their hand-crafted burgers are smashed, seared and seasoned to order, using fresh, never frozen 100-percent Angus beef. Whether you choose the Classic Smashburger or decide to create your own masterpiece, the artisan buns, freshly chopped produce, flavorful sauces and a variety of cheeses are designed to deliver a great tasting and juicy burger that you can taste in every bite. Be sure to try the All American with Cheese burger for a traditional burger done right; with American cheese and all the fixins, this tasty burger will be juicy, tender and oh-so delicious. For something a little different, try the Colorado burger. With grilled mild chilies, melted cheddar and pepper jack cheese and veggies, this is also an amazing burger. But wait, there's more! Smashfries, smashchicken sandwiches, salads, and don't forget the hand spun Häagen-Dazs milk shakes (don't worry, there's also beer and wine for grown up types)! Check out Smashburger today and see what has folk talking - these outstanding burgers are delicious on any NOTEWORTHY: During the month of October, Smashburger will donate 40 cents from every purchase of their new Raspberry Sorbet Shake to Susan G. Komen! ",FOOD
118086,5% back at La Pinata Mexican Grill & Bar,La Pinata Mexican Grill & Bar,"When you're craving the fresh, bold and sunny flavors of Mexico and you can't travel south of the border, then  head to the La Pinata Mexican Grill & Bar. This amazing eatery has been wowing diners for more than 12 years, and now thanks to more locations than ever before, getting your hands on their terrific food is easier than ever. This means that you can head over and dine on the amazing outdoor patio or inside in the festive dining room, and feast on delights such as: Nacho Fajita (nachos smothered in all your favorite fajita toppings), quesadillas, pork Carnitas, chimichangas, Shrimp Tipico (shrimp cooked in a fabulous red salsa sauce), sizzling Fajitas, Tortas and so much more. Having trouble deciding on what to order? Never fear for there are great combination dinners that combine some of the best dishes on one plate. Head on over for a tasty weekday lunch and enjoy great lunch specials (11:00 a.m. until 2:30 p.m.), or stop by anytime for a scrumptious meal. Plus, with a full service bar at your disposal, you can pair your meal with a fresh margarita, frosty cerveza or whatever you desire. Also be sure to check out their fabulous Happy Hour every Monday through Thursday from 5:00 p.m. until 9:00 p.m. Great food, fantastic food and a great time every time is what you can expect at the La Pinata Mexican Grill & Bar so stop by soon!",FOOD
121190,5% back at J Tokyo Sushi & Beyond,J Tokyo Sushi & Beyond,"J Tokyo Sushi & Beyond brings the flavors and excitement of Japanese cuisine right to the heart of Miami. Indulge your senses in a rich and welcoming environment that offers up the perfect backdrop for settling down for a while and savoring some of the best tasting food in town. Grab a table with family and friends, or head for the sushi bar, where you can get a firsthand look at the chefs in action as they masterfully weave the freshest and highest-quality ingredients into an irresistible parade of sushi, sashimi, hand rolls, and more. From the Ceviche and Black Widow to the Crunchy Salmon and Miami Nice specialty rolls, there's a pick here that will satisfy your appetite and taste buds. The classic rolls alone are worth the trip, whether you pick the Tropical Fish, Spicy California, Alaska, California, or any of the other delightful creations. For those looking to see what the kitchen has cooking, J Tokyo Sushi & Beyond delivers plenty of amazing platters and other specialties, including Beef Teriyaki, Chicken Karaage, Katsu Don, Fish Katsu, Tempura, and more. There's enough here between the kitchen's masterful dishes and a la carte and well-designed sushi offerings to keep your taste buds occupied for an infinite number of visits. With its terrific atmosphere, stellar service, and superb culinary offerings, J Tokyo Sushi & Beyond can slice, dice, and roll with the best of them.",FOOD
103526,5% back at Arthur's,Arthur's,"Some things improve with age, and that's how Arthur's Prime Steaks & Seafood has remained a favorite with area dinners even through several location changes and over 60 years in business. Time and time again, you'll find the focus on elegance here. Even better, the luxury here is never pretentious, making the oil paintings, statues, and dark woods that decorate the dining room a perfect accompaniment to a comfortable evening out. With its classy setting, Arthur's dishes up classic flavors in the form of prime aged steaks and fresh seafood that is flown in daily.  The choices are limitless, ranging from the luscious flash-seared Hudson Valley foie gras and pan-seared five onion crusted Chilean sea bass, to Australian cold-water lobster tail and a bone-in rib eye Cowboy steak that weighs in at 22 ounces. Of course, the perfect follow-up is one of Arthur's homemade desserts, such as the Grand Marnier Crème Brulee or the chocolate truffle case. As befits a restaurant of distinction, Arthur's has an extensive wine list with many affordable options. ",FOOD
103497,5% back at Salty Iguana,Salty Iguana,"Come feast on your favorite South of the Border fare at The Salty Iguana, where great prices and generous portions are as common as the fast, friendly service every single time. Whether you're hungry for tacos, burritos, fajitas, nachos, chilis, burgers, salads or more, The Salty Iguana is sure to please your palate with any number of their fresh-made appetizers and entrees. Their special a la carte menu, combo meals and kids meals allow you to pick and choose just what you want without having to spend a fortune. With something for everyone, you can rest assured that you and your guests will always leave stuffed and satisfied every time you visit The Salty Iguana! ",FOOD
114224,5% back at Maan's Mediterranean Grill,Maan's Mediterranean Grill,"Located in downtown Oceanside, Maans Mediterranean Grill is renowned for its culinary excellence and internationally inspired dishes. Just see what the critics and growing number of regular customers have to say about this place. What's in store is a parade of culinary delights crafted with a style and personal flair that aims to make every visit a unique experience. Even better, Maan's is dining at its best, maintaining a relaxed and modest decor to enjoy the casual food that crafted with the fine dining influence of using the freshest and highest quality ingredients. You get the expertise without all the pretentions. Settle in to the unfussy surroundings and browse through a distinct selection of appetizers, soups and entrees to satisfy every taste, including fresh seasonal dishes. The staff is always happy to make a recommendation, which will make choosing between delectable dishes like Shawarma Chicken, Falafel, Baked Borkas, and other flavorful treats like the unequaled Gyros made of generous slice of seasoned lamb and beef slow grilled over fire. And of course, don't forget to check out the decadent tastes of Baklava for dessert.",FOOD
115137,5% back at Taste Of Thai,Taste Of Thai,"With more than 15 years of experience, the talented chef at the Taste of Thai restaurant knows how to make the most delicious, most authentic and most outstandingly fabulous Thai cuisine. Perfect for families, dates and power lunches, this terrific restaurant has a décor that is welcoming, comfortable and it is perfect for any time of the day. Only ever prepared after you order, each dish at this eatery is made from only the most authentic spices and only the highest quality ingredients imaginable. The results speak for themselves and after just one bit you'll be convinced that this is THE place to go when craving Thai food in Charleston. Dishes not to be missed include: the Pad Thai Rice with your choice of chicken, pork, beef, tofu or shrimp, the Vegetable Fried Rice, the Massaman Curry with potatoes, onions and nuts and house specialties like the Three Flavor Fish with three different sauces and the Pad Prik which features fresh garlic and tons of veggies plus your choice of protein. No matter what you order you can be sure that it will be delicious! For lunch or dinner any day, forget about those ho-hum burgers and greasy fries and opt instead for the wildly flavorful and healthy dishes at the Taste of Thai! ",FOOD
103511,5% back at Salty Iguana,Salty Iguana,"Come feast on your favorite South of the Border fare at The Salty Iguana, where great prices and generous portions are as common as the fast, friendly service every single time. Whether you're hungry for tacos, burritos, fajitas, nachos, chilis, burgers, salads or more, The Salty Iguana is sure to please your palate with any number of their fresh-made appetizers and entrees. Their special a la carte menu, combo meals and kids meals allow you to pick and choose just what you want without having to spend a fortune. With something for everyone, you can rest assured that you and your guests will always leave stuffed and satisfied every time you visit The Salty Iguana! ",FOOD
104780,5% back at Zorro's Cafe and Cantina,Zorro's Cafe and Cantina,"A swashbuckling menu of casual Mexican foods and a lineup of refreshing drinks are always on tap at Zorro's Café & Cantina. From its lively and colorful outdoor dining to the cozy interior, Zorro's swings with fresh, casual foods that are well-priced and just the thing for a day around Shell Beach. Start off with a visit for breakfast (available all day), or bring in some friends or family for lunch or dinner. Either way, you'll get a chance to enjoy Mexican-styled favorites such as the chile verde omelet, chicken tortilla soup, carnitas, fish tacos, and enchiladas. There are even more traditional foods like fish and chips, steak and eggs, club sandwiches, and more. There is a kid's menu for the younger guests, and desserts for everyone. Local wines, margaritas, and a mix of imported and domestic beers are all available.",FOOD
103865,5% back at Kilroy's,Kilroy's,"Whether you're in the mood for casual dining or the raucous revelry of a packed sports bar, Kilroy's fits the bill. This destination caters to a diverse crowd precisely because the restaurant and bar are set completely apart, which means the charms of both venues can be enjoyed to their fullest. The menu covers all the bases, from Apps, Burgers, Salads, and Sandwiches, to entrees that include BBQ Baby Backs, Hawaiian Rib Eye, Char-grilled Prime Rib and Honey Dijon Salmon. Killer Pastas and Desserts are also part of the lineup, as is a full-service bar with plenty of brews on tap. Kilroy's welcomes local sports teams and leagues to come celebrate after the game. Whether you're interested in the Red Sox, Redskins, Nationals, DC United, VA Tech, Silver Strike, NTN or Karaoke - set a course for Kilroy's. Stop in to enjoy the raw bar, traditional bar, or a cozy booth in the dining room. What's more, be sure to check out these weekly specials: Hungry Hour 4:00 - 8:00 p.m., Monday Wing Bar, Tuesday Seafood Feast, Wednesday Wings & Ribs, Thursday Seafood Feast, Friday Tacos, Sunday Buffet Brunch & Lobster Night.",FOOD
117048,5% back at Summit Diner,Summit Diner,"At Summit Diner, you always get the best...the best food and the best service day after day! Located in the beautiful Summit at Scottsdale Shopping Center, this is sure to become your favorite neighborhood diner. Offering delicious, high quality food, Summit Diner features healthy dishes at affordable prices. Home cooking and daily specials are just the beginning of the culinary enjoyment you'll find here. Summit Diner puts a major emphasis on quality, starting with the fresh ingredients the kitchen uses to craft each dish. Not only is everything fresh, but many ingredients are sourced through local farmers and markets, helping Summit Diner offer you the finest food around. From the all-natural meats to the breads crafted by local bakeries, Summit Diner is filled with delectable eats at every turn. Open from 6 am until 9 pm, this is the place to get your appetite tended to no matter what mealtime it is. Starting off with breakfast fare like the Greek Omelettes or Chopped Ham Scramble is a great way to kick off your day. Along with Vegetarian Skillets, French Crepes, Pancakes, French Toast, and dozens of other breakfast items, Summit Diner is the only place you need to be when it comes to breakfast. The rest of the day can prove equally bountiful, whether you crave Deli or Grilled Sandwiches, Burgers, Salads, Pita Wraps, Pasta Favorites, fresh From the Sea dishes, or Dinner Classics like Country Fried Steak and Charbroiled Pork Chops.",FOOD
116702,5% back at Daiquiri Shak Raw Bar & Grille,Daiquiri Shak Raw Bar & Grille,"It's no secret that when you want the best, the most delicious and insanely inventive daiquiris, that you head to the Daiquiri Shak, but did you know that the Daiquiri Shak Raw Bar & Grille also features an outstanding menu filled with tasty dishes? Sure, this is an outstanding place to party, hang out with the gang or to catch really great live entertainment, but it's also great for lunch or dinner with the family. Dine inside or out in true beach restaurant fashion and sink your teeth in to a tantalizing selection of treats from the raw bar, or try guest favorites like the Cabo Wabo Shrimp Quesadilla, the Fresh Gulf Grouper Sandwich, the Jamaican Me Crazy Mon Chicken Wrap, burgers, garden-fresh salads, pizzas and much more. Even if you're not hungry for a big meal, head on over for snacks and play a game or three of pool or just hang out at the bar and enjoy the view and the vibe. Plus, with more than 30 varieties of daiquiris, you'll not stay thirsty for long! Of course the Shak is open every night until late so that you can party as hard as you want into the wee hours of the morning. The next time you're looking for the best food, fun, music and more, check out the Daiquiri Shak Raw Bar & Grille and treat yourself to an authentic Floridian beach party today!",FOOD
117969,5% back at IHOP,IHOP,"Go hungry and leave happy at IHOP! IHOP is an iconic American restaurant which is much loved for its fast-casual food that ticks all the boxes when it comes to favorites. From their always popular breakfasts to lunch and dinner menus, there are always plenty of options for hungry diners at this 24-hour eatery. Any time is a great time to go to this restaurant for a meal, but if you're there for breakfast you'll be wowed by the variety of tasty dishes including omelettes, crepes, waffles, pancakes, steak & eggs and so much more. This is also a fabulous place for lunch where you can be guaranteed a great meal served with a smile. Try a variety of salads, burgers, sandwiches and more for lunch, or save your appetite and swing by for a delicious dinner. The dinner menu is filled with great all-American classics like Country Fried Steak, Sirloin Tips, the Grilled Balsamic Glazed Chicken and much more. For a great meal at a great price, treat yourself to the legendary food and friendly service at this casual and all-American IHOP today! NOTEWORTHY: Seniors (55 years and older) can take advantage of 2 for 1 deals on Thursday nights -- order two meals and two beverages from the regular menu and get the second meal for free!",FOOD
108659,5% back at Siroc Restaurant,Siroc Restaurant,"Bringing a unique blend of modern and Italian cuisine to the Washington, D.C. metropolitan area, Siroc Restaurant provides patrons with an intimate and memorable dining experience.  Whether being seated at the cozy candlelit tables in the winter or on the sunny park-side patio when the weather is warmer, customers will enjoy a truly unique dining experience at this widely acclaimed establishment.  Called one of the Best New Restaurants in the area for 2009 by the Washington City Paper, Siroc has also received rave reviews from the Washington Post, Washington Times and Washington Magazine.  Wrote the Post, What's missing from the scene are more restaurants that allow people to dine memorably somewhere in the middle. That makes Siroc such a find. It's a smart little Italian-Mediterranean dining room in the center of the city watched over by a couple of dapper brothers and a discerning chef, all of whom want to show you a good time without putting a dent in your budget. So what are you waiting for? Visit soon and find out why Siroc is making such a name for itself!",FOOD
